thumbnail,file_name,resource_link,name,altnames,name_eng,collection,curricular,featured,content_org,description_eng,language,educationalalignment,educationalsubject,educationallevel,audience,educationaluse,interactivitytype,source,teaches,tags, basedonurl,prior_node,member_of,assesses,timerequired,textcomplexity,readinglevel,age_range,created_by,license,translation_of,adaptation_of,contributors
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Indian Pond Heron-01.png,Indian Pond Heron.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Indian Pond Heron.pdf,Indian Pond Heron ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Indian Pond Heron , Ardeola grayii ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Indian Rhinoceros-01.png,Indian Rhinoceros.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Indian Rhinoceros.pdf,Indian Rhinoceros ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Indian Rhinoceros ,Rhinoceros unicornis ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Indian Roller-01.png,Indian Roller.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Indian Roller.pdf,Indian Roller ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Indian Rhinoceros ",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Indian Roller ,Coracias benghalensis ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Indian Roofed Turtle-01.png,Indian Roofed Turtle.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Indian Roofed Turtle.pdf,Indian Roofed Turtle ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Indian Silverbill , Euodice malabaricus",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Indian Silverbill-01.png,Indian Silverbill.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Indian Silverbill.pdf,Indian Silverbill ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Indian Roofed Turtle ",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Isabelline Shrike ,Lanius isabellinus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Isabellie Shrike-01.png,Isabelline Shrike.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Isabelline Shrike.pdf,Isabelline Shrike ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Jungle Owlet ,Glaucidium radiatum  ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Jungle Owlet-01.png,Jungle Owlet.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Jungle Owlet.pdf,Jungle Owlet ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Jungle Owlet ,Glaucidium radiatum ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Jungle Owlet-02-01.png,Jungle Owlet 1.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Jungle Owlet 1.pdf,Jungle Owlet  ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Long-billed Pipit ,Anthus similis ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Long billed Pipit-01.png,Long-billed Pipit.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Long-billed Pipit.pdf,Long-billed Pipit ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Long-tailed Shrike ,Lanius schach ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Long tailed Shrike-01.png,Long-tailed Shrike.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Long-tailed Shrike.pdf,Long-tailed Shrike ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Oriental Garden Lizard ,Calotes versicolor ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Oriental Garden Lizard-01.png,Oriental Garden Lizard.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Oriental Garden Lizard.pdf,Oriental Garden Lizard ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Oriental Pratincole ,Glareola maldivarum ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Oriental Pratincole-01.png,Oriental Pratincole.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Oriental Pratincole.pdf,Oriental Pratincole ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"PaddyfieldPipit,Anthus rufulus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Paddyfield Pipit-01.png,Paddyfield Pipit.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Paddyfield Pipit.pdf,PaddyfieldPipit,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Painted Stork ,Mycteria leucocephala ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Painted Stork-01.png,Painted Stork.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Painted Stork.pdf,Painted Stork ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Pheasant-tailed Jacana, Hydrophasianuschirurgus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Pheasant-tailed Jacana.jpg,Pheasant-tailed Jacana.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Pheasant-tailed Jacana.pdf,Pheasant-tailed Jacana,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Pied Avocet ,Recurvirostra avosetta ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Pied Avocet.jpg,Pied Avocet.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Pied Avocet.pdf,Pied Avocet ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Pied Bushchat ,Saxicola caprata  ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Pied Bushchat.jpg,Pied Bushchat.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Pied Bushchat.pdf,Pied Bushchat ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Pied Kingfisher, Ceryle rudis ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Pied Kingfisher.jpg,Pied Kingfisher.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Pied Kingfisher.pdf,Pied Kingfisher,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Plain Prinia ,Prinia inornata ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Plain Prinia.jpg,Plain Prinia.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Plain Prinia.pdf,Plain Prinia ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Plain Prinia ,Prinia inornata ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Plain Prinia 1.jpg,Plain Prinia 1.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Plain Prinia 1.pdf,Plain Prinia ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Purple Heron ,Ardea purpurea ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Purple Heron.jpg,Purple Heron.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Purple Heron.pdf,Purple Heron ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Purple Sunbird ,Cinnyris asiaticus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Purple Sunbird.jpg,Purple Sunbird.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Purple Sunbird.pdf,Purple Sunbird ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Rain Quail , Coturnix coromandelicus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Rain Quail.jpg,Rain Quail.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Rain Quail.pdf,Rain Quail ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Red-wettled Lapwig , Vanellus indicus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Red Avadava.jpg,Red Avadavat.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Red Avadavat.pdf,Red Avadavat ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"SambarDeer, Rusa unicolor ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Sambar deer.jpg,Sambar deer.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Sambar deer.pdf,SambarDeer,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of SambarDeer",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Sarus Crane ,Grus antigone ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Sambar deer 1.jpg,Sambar deer 1.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Sambar deer 1.pdf,SambarDeer,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of SambarDeer",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Slender Billed Vulture, gyps tenuirostris,Indian Vulture",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Sarus Crane.jpg,Sarus Crane.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Sarus Crane.pdf,Sarus Crane ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Southern Grey shrike,Lanius meridionalis ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Slender-billed Vulture.jpg,Slender-billed Vulture.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Slender-billed Vulture.pdf,Slender Billed vulture,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Spotted Owlet ,Athene brama ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Southern Grey shrike.jpg,Southern Grey shrike.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Southern Grey shrike.pdf,Southern Grey shrike,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Streaked Weaver ,Ploceus manyar ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Spotted Owlet.jpg,Spotted Owlet.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Spotted Owlet.pdf,Spotted Owlet ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Striated Babbler ,Turdoides earlei ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Streaked Weaver.jpg,Streaked Weaver.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Streaked Weaver.pdf,Streaked Weaver ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"White-throated Kingfisher ,Halcyon smyrnensis ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Striated Babbler.jpg,Striated Babbler.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Striated Babbler.pdf,Striated Babbler ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Wire-tailed Swallow,Hirundo smithii ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/White-throated Kingfisher.jpg,White-throated Kingfisher.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/White-throated Kingfisher.pdf,White-throated Kingfisher ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Wood Sandpiper,Tringa glareola ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Wire-tailed Swallow.jpg,Wire-tailed Swallow.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Wire-tailed Swallow.pdf,Wire-tailed Swallow,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Yellow-wattledLapwing ,Vanellus malabaricus",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Wood Sandpiper.jpg,Wood Sandpiper.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Wood Sandpiper.pdf,Wood Sandpiper,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Zitting Cisticola ,Cisticola juncidis ,streaked fantail warbler",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Yellow-wattled Lapwig.jpg,Yellow-wattled Lapwig.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Yellow-wattled Lapwig.pdf,Yellow-wattledLapwing ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Zitting Cisticola ,Cisticola juncidis ,streaked fantail warbler",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Zitting Cisticola.jpg,Zitting Cisticola.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Zitting Cisticola.pdf,Zitting Cisticola ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Zitting Cisticola ,Cisticola juncidis ,streaked fantail warbler",,,,,,,,,,CC BY-SA,,,
